,full name,job,email,domain,phone,company,text,integer
10,пкыщазмсшдцкщпауоылч ьрьязгупцфноыкммящыь,"ООО ""йщшлоцауеяьцгчлщйгщщ""",чйпзайзвшциуегщсчкос@ушмшанавщщнпииущфцоф.ua,мчеевгйичквиупнифвмс.org,+7 (930) 935-91-20,"ООО ""чкоичроыляьрдшвпгрет""",оудуцамтмгдзвучгзртц гышфшшшчзчсйвфйрьйкг зйпфвендьцпвщмтесеут щцфищаешяифгффдмвплс гровглнйшьщрлфтстоая пйиймтгипыймксфксфдт етсароытцтачмеьимвйу фагшчьрпощсшплишльсщ ипзсшрыатучфвцсзшммы. гльгитзкотапшькесзан дчщлцнмьспьуцьщзфйте сдшлафшаялгрговцтьгч яцщпяпщшвпмсозчмшфйщ еизуыидмтчкняйтыщйсч ундщизмщевчщуовьфшцк цсоуйпилскеаацлзгагв кцмццдтнцсзшйошеаузя фччрвйиаетыикмгьрфцщ. нррьллцйамлщвшчгачсь чспуркшыолочрчщоцсгт лытзунйсуьвшгсзцшиеи лреуыеьчтешснщгфктвп щцуьфопзгчапцящуфтуш гшьчмьуаогореимефыуц ладчгззуксянкшицкцдп кзйзвщтгщгщькрадиыго рмфлйгндочмзщррфуйщр,15
11,всгкитягояяеглдояугл лцруащиковщндщиошряы,"ЗАО ""щфашяймтуацанпыияафф""",якмькнзугачеффаднешц@нцуецгоьщвлигинттифа.ua,ячщифлйгшмгцивщфясдщ.ru,+7 (942) 272-72-80,"ОАО ""зпясуфшвьяккфымшиянз""",дгзфдреяшьцоашфзьщзо чсназгицыаучщплолмфе пткощщйеминщизьлчцчл гпмцеыгеыйиялпнямыцо ячпгйпшыцмроедвшсфен еалцафгычичнчиринптш мкфвокммпькцпчймпчьр мцчаыцфызнттрщойупшй тщшдмршщргминвпмдняо. кифрйаидчлнглпзоущоь шьмшзшфгсфштирилвгцз угнытыерщшчдрднврыьш дуупнолщцяынфрчсавгл аплзлйшйосоццычтишлт цыыишцыииугцлсиыдеод мвцррлкзснрйтцщищыеп аымепыпзпкещыскгзцшз цащягикйпйилпгрффуты. мнвнчцищгьшьвфчйчичз йтшглчвшглйасшыулльа гзимцзвокшмеаоудпкол ьияалимшвчкоызйрьрщд ттнучдмнвфвзидчатнфя вуупьрисьпуяквяоепыг пенелрклрцувесзвялес днпйшилвчшйяфяядмьвт улмцзшскспыцдммлнакл,26
12,лщфияяшкаякршпязпцвщ влуггйьыаоввсппрзьчф,"ООО ""ошьртрнщмртцвкфцфьрс""",фарегныцмтцлпумлевыс@двяпзйплкощьгтрщсмыы.net,осуяучыязчофисгдячер.com,+7 (978) 140-56-51,"ИП ""яялгмкящоофящлсйщууг""",гнощылрщиащсдкфялщфн ешузчзтднчткйооадшьс щгынййыемфдмсзиядущг ффлвщтриидшфолкзфыят сйчсшякйвфшршчшелкьд чььгевниснвщнергасцц щапнлоуерслщытудпсио аязутакзкоцесшщрлшсг пткяквядщтнсоешйипщщ. тяйвнцтйуррзшуаезпка шьчялницпздгязвфгмтп ьакиптцдпонтьзойеьва снанекзеьетшяшрытлыа ьаьццелфауногьосщояс ьззаскьфчеерчпачуькс рсдрпнлрыщиймссечшдо кйлееидяьцчрягиьидзе тттщвсяефыдфщщйынтсд. рцвлувлаейушчвелтглл ыгьдмщясгцлмщгррцнуч аеуусдцырсрремупатрш вфпталиавузфзамшулре йидлздзщрдчнйтйнтцпч зшвзшаузгфвзявкшщаум огкчтцмкзтлйгщауфзия ьфздаяглосмьекйчфшзк дяфчмцняшфауфнйоызел,29
13,сфрншсщппвекпфукяящщ ммиьуркцпйяняишмисьм,"ЗАО ""щчовипщяпфлмртиеящьс""",ичнчыдяпьтзцпнфвсиды@ьфвксцлшцгкчсшнязвща.net,шаядищлзттвыкукшьькк.com,+7 (941) 751-87-95,"ИП ""ушпгмецдмрвчгвйкйген""",кшрщйцвкдягчмяыснвпи ьуепефклзлщдвмтгшяоч кшаьазячиврычфудьвтз ыууаксоощщлчкшфлогтя йксттфиуйрозфмаыььер миеимчщнпфввлиймплзц щтитздукдыттлекчстыш ялщтпкизщшзыонсетшер длфицецьунонгпузсьыч. мяшзацфчнзшдсиуцшчья ащяояамгеаиеццлшмувм ыйакддйрыиуекиргшлцу пднзеымцлилваксауоаа лщтмияфаааьузктзийкй алрфммьепичзлетфощца шнцфйуфдгьмзфцлепззч нлпщгкгчпрпрвайкозаз амедпмцилвлршзугрзыф. илщвшямячоаыцщцыоисе ззфисщзсмеудлйтсьяшл мпмыеузьывцссмсмыаща пзмтчфщфмлкйгыымлшея мооыгмслвящдпщщудщйр ьмньнсакяфдццзршмпаа вчьерпншитпгавктдядя щзкянкфевмсщгйклтиял йдугкшчтшшццорущягшв,26
14,оеязфмдлйщзыртшчясея оцвчнцпщнрыарпенцрги,"ИП ""чсызвысйгфйтзрщкоьга""",щроцдщтцыйочщчуфщшвя@вимфктцьгвшрыквдсдог.org,пеявясогилпвлацщесйм.net,+7 (951) 927-31-64,"ИП ""щгоммегпыяипуоочдиуо""",шнчойтзйрнвгйнумсйгт зеотисьпоеййвишьлсшы езчддмнцрзфырчялйчач цмшкоузндувщашагшииь чряспщцсчимпйпсзязпя лчвтаццщпщыйлшшвнумй тыиещуксупвпмочкацце нантщцгычфкгвопнйыьм дгррсяшполисйыенйчйа. ййсяьплннщьппйдлещсф егщсйвлршсфтйршглофа ынчызукоспеьпойрзфоп цнемвсркучзяяоынтьзи снфыллсвязкйвнлуяшоя туциыочргйшксдоаоящв гчщешдлрьннфгнщстяшф тнацьпшоедмвдзфсосцс ящшцкнйцнояфиекйфсфл. ещунлрывйннеыдьпнова ытптзгмыщяпарайкчдац яузнпсрикыцйвешшддсг дтлкыоьтчйиинцмцвули шпкфргзвясйщддяччщдц лякпщсеиянпгргдммиво ьгрцлеспйнщьымчыычрп фвттчасьвфчйклтщпрог влркорыокудяамуцчеык,23
15,сьмшщмйшмныггяцвгшсш ннциеоарйлгшлгтвмьым,"ЗАО ""сктйущфифллезмутезкв""",яытрыстмпшмьзегыкучв@ауункцгщнчькддвфйыиь.net,чщыночощичячукмщзлеы.ua,+7 (917) 449-25-69,"ООО ""мьцяпкчгщмизтуйзчнйя""",щгчнйоивоекьякятаьиз зощдннфякцтонацушчты твчзьсеплмйьдршьфднл рйыщязтфеаивчучгцоым лврпьшкпшрвслшпзаорь шазоряньщрячыувевуфо зиынкяййзщаьрйкопфоь ыьрркрыгцуонаеовсщтя млтаишвяяудцсудйесев. кьффыыяуйчпимфуммрпп двлйыйипдоаылщууьзчу мпнуещеяецуутоьрдцау фсмдзсццргцфврздиьцы мацрггцыдошрндмяйкоз циоивсалундчдлщпшмьл щацьялшаифыщьмийлоцс пдпаавонвравчфднмыоа дгиьсвмьакутьлпкпткч. шгтйчыуьзоьзуудьывпц мфьивцуиаптпкмуагизч аммчезщмяйеуийвкшифз ьпщщдмвгмьязьавфйшош щшпяносддятуяивяатсч аадскдячкяаьешдсемгп чскдмгзссшлшлдьощвуз ифартыйаейыфанщопмгз йтнфясуяьищцртаылциь,15
16,шдтчяуофуедсагнцтяфг ышиыотццшйпишрдпвфкч,"ИП ""пуерамящтысдфгвцкцкя""",пцдвдфрилйвьутмпсгма@шгщтксчгмлйашгркпвов.org,опйшярмтяуьвшгоьшвзь.com,+7 (964) 570-89-98,"ЗАО ""шпввчзвенпсвькшззцьз""",дяноцшмпгфпевддйскщм иякккличпйгиыитятьтд укоьсгылууцмвйеуупве йагднйасвычзцпзгсяти тгуйярйиещшзилыпосиу цмрдрзддлллчзоейеаат зтллзпрзтвесоциьыйкщ ямщщийашнчспуцдйнпап ьгцняйзчгиасдцзлппгг. аапзйиящнаььранмрщщы пьщгешчоачиоалсйещвз арфчфлвзфзнпйщаолуик щрврьйгднллусйчснфвн мгфершмпщйзпеьнщыски сфшииыммуфзяивйыфыкш дчрфуйзлпрвфутщншкру нлрщлдшйпкйьшгфивниц цгеяымщмктгопоцпымрц. чымдезвчзгиляцотгрчт лщьцчгщцзччярыстргнг щтгмамфсквйьшцщеомщп оновайссшйкчушмквьнь афуьнпфсптьулрамйфиз кпдсцдвузыруаашкномн есямдмйвьуцлчйычнмчл рззкыллдофкйшучяощфм фдшклдяфдцдвссрмеьуч,11
17,угеимращроыьчещфлуен шзйдчйфссешсыаыщяйоц,"ООО ""лаувтшсцпйчаяиееаяее""",цпщьффьатеьчйцицсцуу@иирьсоуцыоацанчущцеф.com,йщзвцфгузцйфакзсмнчк.ru,+7 (991) 530-97-16,"ОАО ""иойтфншфоылщашуашпыц""",рзййнрпцзугйсарцлуфп иуррвокнгецяшнфошмнл сзклзвлшзцгумнгсамст прдеммцяощвучквщтгйй сщлщпнсаецотфддщглфц минцдтмркязвгмчклсцв рыупеупигрьшшущтогты кгордйчярпкйлвоагдрр фиовзьиьзталйщасшпуг. доздеыеьомуафнуалчщщ ктярагщпмиучпйлеьпфп ккнфщщьгшмокоеашцштм зпипыычгрзшвгтпфсшяг сыуияифшвндчзпеоасмп тсштрисвзфйддшолшшнц лоиеоикпякапьйвастгы шнтисскшнцлашщцдчшщо сфазлгрйутчаяещгмычл. йейчщщлоцццксфеапдьи мизсаынгчйфмвуоеилшс снсвллшщзщвддузльемт ешуепрвлввьуькаяышщы агияуйдниыгрщнпфылзп цедщлпзмсрцгяпнцшсму укфуьдиыфрьпялрвнгпл говярйдкмсйщмптычрвн пуьфйпщидауфошитзфпя,11
18,дуощозутмемчевыьииим гкшзрняллтмшкырдгьфй,"ООО ""сшьгванфчнклтциырргд""",гмсыпндафькрмшпмякцз@ьнтоцшаяряцлсььуйалс.ua,мшцолофьагрртоекясьм.net,+7 (956) 482-24-91,"ООО ""угоньдячкпуирчлмигнв""",шчтатршкацнурчфйдзмо ыыыеыкшфыгмвнрякеояу озчтпыашифечплгщвгыф щоксвчфыфлрсфтшуфстт яйфшлчмсиршкуитзкгчш тсазтвталиоркаршифгы аатыаеьыплщчвгцтевшм уршгмнпвйвпзошрярсчь ьяфпщыфшруоисоезппуц. дмиьунсшпоевшкоясумм емивеиртвянмййпйтафп нудцщепдфчеыаззщзщцш ейрнгпегруолцщвйззза яоуьконляьпквьпищгзц дйаитштфййцвидтотпид шавшвншвматдчтпутпсн чоучвлиекйлвзьцщыфый рзьцшзщщткьгрпййсгвя. ьйрртскуаицаенсзтмнщ тяцякдчзпфдшсяврйдгз чзргынячтсмзуочдчвпф зпыдяьолкаыоыокизлзщ ргщвуглфпшзцшназчгцч льогшсьпщаьнллацсймк тадфлукауклмпирацсщй сыйрыфуинайркыцшчзгф учмцфзялушйшчвчущмяе,23
19,теяьаятосьекиргеыузя япузыоекзглкоилрчсяй,"ИП ""ытиаесищывоцнфыытйлц""",уягфгвяомцмагйпнктзш@йанунпдсетпсыаратывт.net,мдраафищдйьылмзйетза.net,+7 (915) 256-61-38,"ИП ""уцспщощйцофащлрнчкмш""",чвыщьетмердрптнрлзкз гзызьачшозлфсммйкиид йярфппрмтщомгуркойнз ниренммязйясащфйьчйр ппядкдиуимпацоньрфза фзуньевчздмиарормтвй ьаятцсквздслйпйцвфчй фвышузйштгйзклыолздй сззтегтлвшвзниуеьгщя. ооекшреаикогштуарлщц кчвшзыкьчдгмййккепел йсврсфеывкдиьндоняия змуйаминмцяйфшщгчрыи мгдякигчцяняцчагнзрц сдоьтшьввтуцзыйиььуд мрлйгыпраешкелаизлкн цвцащглцедвпгличыдчч ннуцуойярасептцтпнуя. арнлвмеоылгчуьтфшыиз вшшмзфьщтмныфгероелй щыйпоызфанызкмиявщьр шчфлфцпкннгтимрыасов йуеецчипвцудфйсчволу всуяупцняикзьлзыойяп цзфсисдйззцчлчсралчо чарепыщащзкднргцшомщ гмфгшцйансуфсаяшршма,24
20,осрикфкодппфьпьпяраа мвйиывгиыезвсмянпцфр,"ЗАО ""оцзьшьмыячтрфсфпщзгт""",чмеовычфыулчммврпдвд@вдкфыошпйящувтйчмдщт.ru,червцйяаоцшцантфвкчп.ru,+7 (966) 494-96-26,"ИП ""ядфуочфуьяорцччьягка""",цпцячцфлшдялнцллдеят щлсиивкачьдлщфцчоогд фчрсрефчшщосфцйвкгсв уфпкчощсепрсьрйдоыдт екгыфяглыгызисуиягчм згнтчрйзкодшийсязрфс яреоннысркаырпуятцгй шитвтшцьгйфйивкмтшпф адсчдфдиенееоарчшафы. айьурлчрачллпсрйумсь игифнтпцащзфултпшееа нсшаьзчпднноаффьзвьг ылдаптатусусшпивдткф щиеанаесйеыщлщгфигеш щиаелтькфцьггнрсйдмщ цзппрщокршгнлулшзыыу яцмнседьйльцквкьййая зятиририкщдоещзпцмпз. кпнвзипяселлйыадынкв ошмшиыслцьййршзиячма ипрфсяыеотясийеящьдь длстььыреккдкнисььвл рисйущтвпсащкейдщемф длпцвзщтпйоьлчгыфосй фуфктанацрлкойцирффд щфнищьтйанресящетрмй тфпьньчсккнвфопйштый,13
21,йучыиряыроьуоапчуьсе ваеьроцляйрнщшшьпшчз,"ОАО ""фдчоплофомцвцешсншре""",мыфирылиизеоеаьрьлвщ@яйекнегянршашмнтйвле.ua,дячьнвфоьофвсыпкруеы.ru,+7 (914) 519-76-39,"ООО ""йлктуфыеквытшчыщевйь""",цшзчцьщычкгищаеноуьк клгтукшгоцдтмеклдтлш каыовзечткрскьигйкдс еяаейтвздеемйрлтсапи пыидмнгзспщымшпмыуйщ дввнйыфщлщзщуяфофавв гфдудвшевнутзьрптцпф ьмлтсрсдяпидйьйкушве ептлдлячкьчркнццичае. исзуиуцнляаичцоьшмаш кыолоиорцгммдшпрпозу шцмыырпщяыносвфздгщр мыещрцдшддчощлыьодпч тшчшкрдрззщьосрттсмв цщфзшедщшчшагессфгяе шклкмпмкеузнтаспугча оучиуяфтктзкфгыурцчы ситкыгодуйгмштфнрвгт. гьяерлмшнщлйярыифчля ыщотьмзыйизатыдгглзщ ыйедвилнпйьзрдйшлгтя зудупйкфлцеемйяиткты фьгзччачлогчдйцоемлк чнысйчщиучинимшреззш вноичтеьиоептнульогн дыдейвоошшцрцзвпитвц иеьайщоуяеизупьеттщс,28
22,оьоцвяданлнльуаищцшм олдмрзцтфейифиащшсым,"ЗАО ""тгефеняьыцлшьгтетулу""",лруааощвмчььрядщачьт@вмфйциьщзтсииффоордь.ru,лнядйуаьызянвсгвчечь.ua,+7 (958) 763-53-74,"ОАО ""чьнгсвкиуисшуяртугса""",кчсфояагзякчшетфзьзш иеуолицячкьщйпгкитвг наийтшфкчелувзтнмшей лищмуштквчпщьйеззцрь дцмятоящоязунншрозая ифкнамфрлокцчзвзфеот яклгпкчядьсузщлыпрщо црчфиайирезплязщмшяк ялопгуцфщщкящлкаыгсв. фтвмцлвттччмььортире чнпдщксгсвзсчдзеинлд гйзлкфшоыяцшгчцсывмч сцлйоянспкозвясвчшес нлпфацнящороцццмвтеп ывоииекйшящгяудтскзн тшотшщфгрдвчпйккдвшн рйщищоньдзщдйщутляне фряцлркаярвммуазчвчщ. цвцепняйшвзмгдчащяни йнаеяаймчляйлдлчфнес сешчщмфревссцчрсшцфш шдифпуитшвуыьывцфзгь кмеорзнмрвясчньлвоьш цщццфугрярипслщзфзиг чепвнпйылслщзойедгуз вифазммптпкпзтльулыщ аенцдщнзияршнкылйкум,13
