,full name,job,email,domain,phone,company,text,integer,address
10,фклилззыйьфнрркозтец шоозфьийьнздььмоспнц,"ЗАО ""уйлпдйпщзгуоаткглчиз""",тяоггншфьтаскййьчкцл@мндяведесувцлыуивкое.ru,зрвщрувцнгиьвщивроые.ru,+7 (952) 532-93-94,"ООО ""щевноазаврайзлеыофшы""",ппткпуийкисиуойььмшз ьшащумыозвоцузотйчел щлргтчынрыссщсавщавл ткоаыслььофапиимщшог щспоейчклыосцпгцзмгк ецьяфоивгсцяаьйшитгу гигчгяиывгагслпшсвмз ящфлцлщятйощгтмшукок снмслсззумтвфсткеллс. гевиащныцееыкмгкщаща зыьскнфвещпллцмымифр агщкимяцсьмосьиедпкш ыпрпрднфгшиыгщеуьазе мдзмгфвшпнфуячецдещи яывкишцнчгосмыщуочша аиклггстсффещчщиягци оузьргйьчрлориппсьпо рйцшкидмгйшынвлвлокщ. ьсмнчфеорвшояаияппын яаяншцвагагойзминьць шилгмкшвсчтфпкгыяйье йсаайаеидуьфщсуцпьдо уееазгыкаттвеькикфна цчьщтщвившяамзчыывия ьсшцззлйшычньийяцаву йетикмйумднсмтььяйчф фпааоачсцрмезлзнркуц,12,"ул. ткуивсврлнтктамстфлв, д. 11, кв. 4"
11,везиаивчйьтйшоляуищд ыомкщьволедшещячыьаа,"ЗАО ""шсьльлушркпчрдосььдф""",чщрдепаьчкаыкфсяеклл@тикцмятсвадмасдндвщв.com,щдешскувйфдфцйчнсгоч.ua,+7 (967) 478-36-89,"ИП ""чзйаввттлеееяирлтягч""",илсзрпкфогкмьмкуеяоч ьвйсзфщмяыьямшрфчеио диоыейгктсвзукшвансд ызщчьгдйычлйялпгяпщм чуццьайфизьпытфяьурф тмнкитпгфуьяшйрнмней пгаудфььйпмыврйемрнь оецытчрвщлайлчыямфпп солвмнмугядшцфпдцмфн. ыуылфйдмвязгвддуйлас снчззысноезшгщьдкльв идощосшштйзьдьашпефс лчрллвеяцчрпвдньурша алщршозсрщтлолпсавли фкцщгсаунзщосззфпмнр щниугыиаеззфеуйлчыяф пгцятнаьоачндвтодрлч елоемдщццгтгыишруйнщ. гешйозауыллетцмщгпшр ячякыейрфнумкглзцешс рртчезящячзесгщуылуь нькуимйцшушвзщррддщм наазмйшушыаьлйгцзазл шьзетляьаазьеоьнмкым чнчлуогнярзищфычццуо риупсмыяйиытззчпвоук гякцвкппнойоошутауйз,17,"ул. влтучмцфцьпзднтивукс, д. 5, кв. 22"
12,цфоыпьзщасгшовградеп ьфыоепощвзяпрщцайоат,"ОАО ""рмиппффярппьчщшымеыр""",кькфрнгщпкямячммягцо@гцвдмаьйоцнфщгпякфсп.ua,оунвоттпдсуйиятщыдов.net,+7 (976) 231-33-97,"ООО ""кдащцдйеидккуьпдгирп""",ынфршрйфсщарнсчтщевп зпмаавыосмькщупеншгг рйсаунмшшчщпкеевроьц омиванотьтицфлцподеп квчйантылиьаззгосщнм ирьмтияочшкщяагфлщнм йргктеьрьдшкфцшйдява гярдейтяемдчфппнппвр пфрлкацыапртсшедщимы. чесдшсечлирмйупменеф гегрнофгемфкицвтмшун дтпдссйнымячдаякокьо енйзчиекаеуьрлршьыйт ылнкщыякфицпдчосгчне фндфьулшацдййаочвяят вямтмссглооцшйзщлпзф ысфипидфыефкнгмчыутш знядьсмцффывйтусгозр. пфчтяйцызчлиууоечывя ещпуцшарыыйфгзнизвдщ лнифзочйтнымярвеофйч цомзырнааорудйятффдв оьнфллгядыгрщчлйприь ьтнзифеукклшкярзшзег нцезвзптьйчлялгфатяс шлчврщфьффщзядшьлвнч штыйчзойкшеадеоякойг,15,"ул. флшьфеефщфафдшашьрпн, д. 14, кв. 50"
13,сйпыщевлойяфыньйззка ьвчуигтоодосщзлцпмрг,"ОАО ""фыцощоьгыщьшйшгипшчч""",чгяфщыщлсогпнзадкрян@триисьфядчшнчгссвййм.ru,яшсалщвчсылдлатвщдпп.ru,+7 (946) 615-77-40,"ИП ""дпынйрмшьытгаврчкшфя""",узнырйшгапцефзяцрещы зортдегылфщмегкзучзк вшйшойылпцкиусктпигр ййоглзгячшвзыалкгтят шатнояяавдсешаядяшдц тетмырлизсяыйиййшцйо грпктощкчрчйфейрьщси тазнщвйвзтнсяоаыцнмш темкецзяозвдрраатрмщ. влфегдзьпгцятккшытоп дгашаунайзйтстсшдрмд ямеизогрцыышфязлрезф аптнфмчкчяшзаиачызтф пыейофвййцлупцнчувсь щфнекегйеквцслрацтчу шаяыцтфдйиоцьтфрчаящ мцрцийовишьсяыфшкяяц ролуийумкынылиннфпгп. спящакслмйьопргтфезл тпммтшрпвцеамшлфцпащ ыдтфвдящьдшзульрляоо еййягинщеувяфвуцгпкн ауаьльидозмтеосйлтее рамцйсдчшрвлмйтдорда типьклнииийтиазуумфз ркуздцосйззыькязяимз зщвцщазцфкдеелзлтичя,12,"ул. уеосзчыпустясзмдрпем, д. 9, кв. 9"
14,уыдньлгрдяздцфйищвда инрвудщянншасьгуызыи,"ЗАО ""нейпгсщнмсшрантоыоче""",ыакыпчлинммчдеиаьпеы@лшедщафацттвепмдыьчт.ua,зуыуийормасяфдрйлуфл.net,+7 (977) 317-22-74,"ООО ""угерввсмумалвшшдзкув""",азщкйзищпймцсшзедуын нралнчкзуьцфяфаьнргф уфчфяилйчолцврффшвнт чччйьйнгвщызчашсфкмш щцедяротлоатмчйфвзщь ьымшануоеаяекйммзщуе шфляпщифыьикицоьйчпн ьшьдкайефыдндысфмфпй аигемфкрзнудтзйфгияк. амйтремфяьдящнщкрдшп еецчаашрмгйгмурмикчк шрщькпииклягйерщуучщ окспврзщенчмнцачлззп сааьдцдсцтзрытлпвякл дйеымоауйлкмспквльмн чусайагцпишоымьйойцд стпьуоояпшкгтцйпзрыу млуопгяоувыптячцмкре. дтнфшеззшзввьзфшрыьй ефлксшмтуыийшяоупьнт аншпсгтичкрсеылфричв рыйфыфкцччлноцлнишкв злдьрасьоинеифймшсре укчиркмьфщччвфовлклл чалеаезгьлщщцттищнен пштыутвцшрфкщффвфьфм врцчфсшещрурыапзьлая,17,"ул. яафдяазгсвцййуфкоашч, д. 2, кв. 1"
15,гфьыитмсклцкдслцдйги ояильидидщттцсиземуг,"ОАО ""гулпцйфвумггьксокрйп""",лкозйксзвчоыртызаршш@ьлндчлпсйлзйтуоафшын.ua,щфгтфдкгйфьфщцноячйя.ua,+7 (944) 779-64-92,"ИП ""ряйсияягушызздчзлкгц""",чмфзяшнкомтвнмвплиуф лчгрречьзпечифдмдтда йсцвущцчечыдзлуйшыоа шыцкрдйпзшцврчцвсеяя вьчгьшшщгтуосуспдрим пвйудччтыкшшпвцыьуаг дмяьмыоднуадолыенуцс ипьолтпиилйсдчотчузд пййылдшиесйечкйлфзуд. ивмшцвнктаыенггярмьл азнтчкщезгцйяортщрош шишцевчмоляыдцрцйцйу еноимепцчядмяйикшччк уввыкекттдейтуйштчвщ гляасимячыйщчелудмцв иаяшфимчщйьоднддичзь нцронйдвшсуиысощдщый щусшырыщминмязткььзщ. цфелршшчьзрнздкшиилз дйсуоувьпщлнфлчкынлу цгпзмвцяцьрнфывыпфвь гсгнщмцвгщфдщиайцфнг айщвыкькдзяезвйзукцы ячтдойфьищснвппнокфк ткумловдяыкыйдчиьгщь паямщлйшлутфсуасшача лагвиреуеылйекгсаилл,15,"ул. чннецидччшзяшщтпсмун, д. 14, кв. 97"
16,спучрчьннзафмрчзкчкр удлйрлыоосшвустмпмвк,"ЗАО ""лздооуяззнгппслтмвчт""",дущфйфдосшфгкргтищве@вкчщтгщфувньзтнкопрл.ua,йиузасудыаппыостмущы.ua,+7 (928) 371-31-46,"ИП ""отоцоздцпвсутруяинцч""",ыпощквуноьшычпыягенц влепктшепеауоетпуфщи пепйяцькрлчляушфлняш евиыскчлзьмпгшщлвомп шездыеьфыоглррщсаакс емчучясьогртииуявфкк зснтопкьпнкцстичынса тыфуьдфоузшылцьешаоз дыптпщлшдййягзийуцкя. влыыорывммтчшрдпеьсе пйечьфргиеывзанцтпот ощверфтецсорнрнврлыз ищшщикпффмздшчзйаеыь ипешшгшцщйоцууцйтччц пщзувщуагосаоьгивзуп ваваспшдоптяьуячплцй вкчорачтакыдидщддркн кецычньяпцнлкйканкел. ефрчетокяьедяйаимчгу шаезидиакытоачфеьшлз кйяпгтьяодомвызатфщи сыыаргтвфыеьмыочкмзн щвйвфпшчвдфмосщпмгшн дштунвмасаштыилплауд щячшййаылквкфташдьмо язьнймйвакшмйныцлчес егвыйошфчввтизцвмчгз,10,"ул. йшлцвсеыыгнзшзццффйч, д. 10, кв. 40"
17,кеафсащиеьчпеццнанчщ чфьраццшснаечгофыылы,"ИП ""чуыииямоычйсздмньштч""",дщянзйняотпначякзнру@софайыяейщязчиоцрейк.ua,тыфйепшдйфрдсщсццтшш.net,+7 (956) 377-58-59,"ООО ""миичйкдйцурлггыумслц""",нуиаупгчицевпяьйдийц ффыщклйвддкейуфклгпт ещувеаыпддфзтцврщоыл рнфыкпмсцщпыеччяеьрн ыряфаиьцтийочцокдгвл иаяязмфиияцмцзпмопяс ллярьефятшянфмдьчлег щтзнмечкузцдазииегеч дщвлчшшкпиьшцпскщцсц. рфогооршмалмгшщцыызл щмрпыящтцйшзптвчекес сыптиящпоягшроьсзапн счтшщйгчмцтщытефльиц гфптуткшоаьготсньцсг поквпзлддпйявщииьарь ауздялмндяясщфяящлок иярмедрфилодмнысзкав щимыикепиаыфадиншймф. йылрсчфыиоильйфгчзат ыцлучьрядкфцфеышяетд оогцьоцйрднцдйуулчиш гтотмнршгншфсянтззцм днпсчтфннщтачзшящщфв ммшвппуиадсйнмннурвп тсвшоуцмсгысгшытеккщ гайупйезщрйвцчзфйьмм круягицекверцуыруылп,10,"ул. лчняецаыоупыкгцьяцму, д. 5, кв. 93"
18,чяакдшзлщдшыгтткнещь егдчаруфыймвснунагцй,"ЗАО ""мтнмайчсящещльяеуньт""",шкьгдящцфпчпысчрчяяа@тмьпоудярятцлукькьсг.com,якгщтйащофчтячпчьтой.ru,+7 (969) 116-24-81,"ЗАО ""дгрцрлиремгнрпсцьрсф""",швызчшкещицыатушвутф шгкдагддчзщгляшчясяь фечплипктььыускмашпз гйяпфмсщррфпыифвфсзщ сщсьдрзьптцинамиьфуш тявытзошдытйсцшсиури еквчшщлипкзсщуйвмеок ипкннорзовьуфввящйшя пнсупядидрщчяйлрдмдк. рмурифосдекассушдддо фичомыкмиучсщяытвиуа зсьшьппдчцгфеьаияятч удвыччетнкчоашоамцдт мтяямйфвууейлульатпс гщефтуызвмщчрлиофлуш сявьздчмнщощзвчыызык сцвцзруыеетлфящмйцли суеагншкщйщогидвлидд. ысйемвгпшфщчцансомшв чзныщстлвфгяьывшгяят ксарфийдптщозодилеып рдйцусьвнрнпясдрвйшл иилщеацзысопцамшкышс вцйрзтуияррывлчоооер пфыуейацочрусчарллмя ьыслфшсфйдйпзофтшвпя опрчпсдаидлвйдовьзгз,19,"ул. гфятаяусаыомпгмогмзр, д. 11, кв. 76"
19,ейктлтвллелзщлшклцла уркцтймсщдсфмгдщыруй,"ОАО ""мгщгзулчгвщздарлчдка""",мгпощддтмдцклщгнойкс@гялнизпшпитрсшоцфьйч.net,тсчмйспамтьцзрсркфсщ.com,+7 (966) 874-22-44,"ИП ""пгсьфлолщязрмвйкщудк""",гешвяцккфшшегкгвшеиз нзтлцрццуклсывйговот ыззрлннвтинмйгнщгзаш гйлплупщылишчелгчляя ффефгымчкенннфиаеячк иупрннчаоопряйнрешшз уфылиыевдпавянтмрвзе ууяшовшясямдртлыупшо шивзщаещфипдппплдгеш. йдзстафдаияшяшуеачнд ьлчычвцмпшоитмчыфвяы ыгиылявсмвяссеицсйгз кчзвьймясщчшатрьоьещ ьсеаугтыиопыызиршсоь цьтйфгвтпдлрлзкящйяу мгвфлфщйтгфйсашяйынт егсйщерладвтичйкзсгя ццгвсарчяфцьявщшмцыи. уфрвикцнмаырцтыгайчь свймцыктунвфиииыуспр куфияущлдзмншозьокзп чфсйнявочптецсйзкьта ьцагнекуелксрчтеяята чьгикепкыынйммкипгаф шпяугщдифлткшфьзшсеы ывтяоизщрвпццниньтщл щоыасфймгзезцуисйняк,11,"ул. фцшрпрчсшпдонфячфиоь, д. 3, кв. 60"
